iter	RMSE
208	78.21401884
209	78.15569832
210	78.09805246
211	78.06833567
212	78.04734582
213	78.00862174
214	78.00841506
215	77.95666523
216	77.9371559
217	77.93148254
218	77.9264719
219	77.91409576
220	77.91394226
221	77.86370588
222	77.82291175
223	77.80573779
224	77.80070585
225	77.77795335
226	77.7735054
227	77.77271991
228	77.68946217
229	77.61634283
230	77.59077572
231	77.55514303
232	77.5295254
233	77.48854159
234	77.45574385
235	77.41959042
236	77.38801999
237	77.35560105
238	77.3298405
239	77.29423722
240	77.26894562
241	77.20530351
242	77.20517524
243	77.17655932
244	77.16155244
245	77.14803972
246	77.08617598
247	77.04880111
248	77.04136612
249	77.04114984
250	76.92060369
251	76.88836812
252	76.80307082
253	76.7641664
254	76.71694276
255	76.71679895
256	76.71521034
257	76.71390374
258	76.71371817
259	76.7055281
260	76.68972398
261	76.68066189
262	76.65707223
263	76.65121772
264	76.64200645
265	76.57967682
266	76.52254979
267	76.48916052
268	76.42707259
269	76.40951045
270	76.3593667
271	76.32407194
272	76.308688
273	76.26714893
274	76.20096582
275	76.18832598
276	76.12821494
277	76.08642119
278	76.05168695
279	75.93781191
280	75.92547035
281	75.90338938
282	75.90076701
283	75.87859836
284	75.85562524
285	75.80507343
286	75.77249573
287	75.72837523
288	75.72574648
289	75.70041804
290	75.66175258
291	75.65569644
292	75.63180085
293	75.59586005
294	75.54762875
295	75.54339732
296	75.48314363
297	75.46942889
298	75.45489453
299	75.38187211
300	75.36299465
301	75.36237276
302	75.3599004
303	75.32665773
304	75.27431016
305	75.23980675
306	75.21107944
307	75.2073618
308	75.19648717
309	75.1863816
310	75.16424116
311	75.10961862
312	75.08394842
313	75.07078718
314	75.06236302
315	75.02699231
316	75.01930716
317	75.01170103
318	75.00556342
319	74.96990508
320	74.93919561
321	74.9038686
322	74.88173963
323	74.86623279
324	74.83001528
325	74.78534948
326	74.75540303
327	74.72407019
328	74.70476416
329	74.69210291
330	74.67380446
331	74.66832893
332	74.64383542
333	74.5659592
334	74.52264591
335	74.50032782
336	74.48630668
337	74.40351208
338	74.38477383
339	74.37986151
340	74.36339723
341	74.3488968
342	74.31715641
343	74.30495325
344	74.23795026
345	74.22071838
346	74.2006373
347	74.1852952
348	74.14803231
349	74.14347026
350	74.13236122
351	74.11807629
352	74.05498411
353	74.00636889
354	73.99507341
355	73.94571815
356	73.88892911
357	73.84718575
358	73.84352455
359	73.7881679
360	73.74481059
361	73.69986568
362	73.68964982
363	73.63629537
364	73.58398021
365	73.58304059
366	73.5481441
367	73.54329974
368	73.53030707
369	73.52869961
370	73.45787487
371	73.43816381
372	73.42055845
373	73.40714174
374	73.38343331
375	73.38202508
376	73.36721717
377	73.36594917
378	73.3491308
379	73.32805695
380	73.32354744
381	73.27111991
382	73.20966696
383	73.18942107
384	73.16149758
385	73.15823978
386	73.08375936
387	73.05599144
388	73.03677932
389	73.01852759
390	73.009063
391	73.0008941
392	72.99978842
393	72.98316282
394	72.97385417
395	72.92654579
396	72.91101585
397	72.89397148
398	72.8770336
399	72.82578327
400	72.79698072
401	72.76202823
402	72.74712223
403	72.70051588
404	72.67544755
405	72.67052952
406	72.65101066
407	72.59662996
408	72.59195543
409	72.57125354
410	72.54763161
411	72.53505749
412	72.50760808
413	72.4757102
414	72.45580719
415	72.41991523
416	72.41618614
417	72.38959232
418	72.36126822
419	72.28713662
420	72.27890945
421	72.26633497
422	72.25070308
423	72.22592903
424	72.21208367
425	72.16719874
426	72.13118179
427	72.10794105
428	72.08325962
429	72.05185533
430	72.00972526
431	71.99525307
432	71.97359457
433	71.96384186
434	71.94392017
435	71.93523577
436	71.91612066
437	71.87851339
438	71.87298189
439	71.82834901
440	71.81190798
441	71.77978112
442	71.77143847
443	71.73267982
444	71.69255614
445	71.68595737
446	71.63053392
447	71.62970363
448	71.61455633
449	71.57207759
450	71.54304787
451	71.52691047
452	71.50477839
453	71.49348959
454	71.47257033
455	71.43802804
456	71.43119083
457	71.41800797
458	71.39612541
459	71.38116138
460	71.36646944
461	71.34946383
462	71.34828101
463	71.3380651
464	71.33548973
465	71.31868629
466	71.30014017
467	71.28604677
468	71.25556232
469	71.24726395
470	71.24493941
471	71.21685748
472	71.20496083
473	71.13311629
474	71.10866757
475	71.0638995
476	71.06239154
477	71.01872022
478	70.99656464
479	70.97670536
480	70.96788998
481	70.91474887
482	70.90142523
483	70.88485304
484	70.81806799
485	70.77941519
486	70.74436106
487	70.70698978
488	70.68164141
489	70.66437964
490	70.63660948
491	70.59596394
492	70.58330989
493	70.52042642
494	70.50477516
495	70.45417221
496	70.43457803
497	70.41196217
498	70.41087259
499	70.35518992
500	70.3284416
501	70.29715906
502	70.2856928
503	70.27916861
504	70.26919251
505	70.24773869
506	70.20600044
507	70.17558092
508	70.11668493
509	70.08878413
510	70.05343448
511	70.04213027
512	70.02199291
513	69.99535526
514	69.96449289
515	69.90639748
516	69.88673887
517	69.86623231
518	69.86051737
519	69.83484852
520	69.81531019
521	69.80426467
522	69.79393567
523	69.7552831
524	69.70912952
525	69.69962785
526	69.68844853
527	69.65176924
528	69.64354278
529	69.63375472
530	69.609617
531	69.58545605
532	69.54354061
533	69.52375662
534	69.51635507
535	69.49882166
536	69.49174716
537	69.4290251
538	69.4148986
539	69.3920686
540	69.3569213
541	69.32558224
542	69.31146804
543	69.28906511
544	69.22097417
545	69.20320775
546	69.19155597
547	69.17981357
548	69.16124198
549	69.15147206
550	69.14153258
551	69.12692771
552	69.10126823
553	69.06493382
554	69.04830336
555	69.02528926
556	68.97701997
557	68.94983665
558	68.91797065
559	68.89818194
560	68.89682865
561	68.84958108
562	68.84279832
563	68.83187737
564	68.79464833
565	68.77623889
566	68.73082063
567	68.70247963
568	68.68544504
569	68.6704792
570	68.66744185
571	68.64731008
572	68.63689977
573	68.62617331
574	68.6009462
575	68.59495303
576	68.58912333
577	68.55329935
578	68.53415577
579	68.50939649
580	68.50111831
581	68.4577008
582	68.42160398
583	68.39647769
584	68.37565884
585	68.34963824
586	68.34437404
587	68.32651565
588	68.30993798
589	68.27313478
590	68.25733634
591	68.23815082
592	68.22867523
593	68.2222876
594	68.2111427
595	68.15426169
596	68.13819417
597	68.1288387
598	68.1149048
599	68.10322449
600	68.09834151
601	68.07498329
602	68.03527641
603	68.0052012
604	67.96164412
605	67.93387578
606	67.91298304
607	67.90782494
608	67.88894439
609	67.82513379
610	67.80959081
611	67.80697099
612	67.78917736
613	67.77513898
614	67.75518701
615	67.73740371
616	67.73514722
617	67.70165792
618	67.68540314
619	67.65037342
620	67.64366825
621	67.63293309
622	67.62666046
623	67.5624635
624	67.54840079
625	67.52544898
626	67.51767313
627	67.50221648
628	67.49718861
629	67.45822262
630	67.42930936
631	67.41113586
632	67.39610075
633	67.38766801
634	67.37455889
635	67.36953449
636	67.32602999
637	67.28830168
638	67.27402994
639	67.25022335
640	67.224542
641	67.22013951
642	67.21448363
643	67.19054268
644	67.17575155
645	67.13981769
646	67.1336713
647	67.09804604
648	67.07762527
649	67.05790463
650	67.03275925
651	66.9938162
652	66.98665038
653	66.97356633
654	66.95966774
655	66.92607858
656	66.91191505
657	66.88123942
658	66.87718459
659	66.86664422
660	66.86604256
661	66.83822242
662	66.8025226
663	66.79610048
664	66.75888069
665	66.75696542
666	66.74201674
667	66.73748577
668	66.7037772
669	66.70099434
670	66.68719265
671	66.66848345
672	66.63286227
673	66.63083788
674	66.62667228
675	66.61431409
676	66.59196335
677	66.57918869
678	66.57165249
679	66.54130103
680	66.50466331
681	66.46911717
682	66.44659749
683	66.44296144
684	66.43103147
685	66.39114579
686	66.38246428
687	66.36285283
688	66.35401507
689	66.33700137
690	66.28579834
691	66.27262673
692	66.24136581
693	66.22402174
694	66.21265706
695	66.21168022
696	66.17989137
697	66.16031663
698	66.10683593
699	66.07473671
700	66.06297414
701	66.0199409
702	66.00894639
703	65.99555734
704	65.99119111
705	65.96211943
706	65.94177907
707	65.89013969
708	65.87474083
709	65.85086416
710	65.83302668
711	65.80862359
712	65.80098104
713	65.79573442
714	65.75206029
715	65.75068549
716	65.72244394
717	65.70434683
718	65.66598386
719	65.66029749
720	65.6580189
721	65.64538758
722	65.63784753
723	65.62890663
724	65.6134373
725	65.57393682
726	65.56706915
727	65.54918925
728	65.5382509
729	65.5093863
730	65.46679476
731	65.45374458
732	65.44441655
733	65.41965216
734	65.41628903
735	65.38277173
736	65.37731843
737	65.37386116
738	65.35011082
739	65.34544293
740	65.28664094
741	65.27545935
742	65.24780071
743	65.22975441
744	65.21241049
745	65.1702328
746	65.14904766
747	65.14590675
748	65.11294457
749	65.07087232
750	65.05669015
751	65.03949421
752	65.03109405
753	65.01389569
754	65.00674648
755	64.97556482
756	64.95639369
757	64.94890434
758	64.91459694
759	64.90001747
760	64.895851
761	64.88064138
762	64.84190115
763	64.83362775
764	64.81670998
765	64.81040127
766	64.79412293
767	64.76416589
768	64.73664533
769	64.73307359
770	64.70990439
771	64.6955951
772	64.68374582
773	64.66749312
774	64.65020055
775	64.63475663
776	64.63228556
777	64.61621131
778	64.58760537
779	64.55706491
780	64.54448459
781	64.4718655
782	64.46478719
783	64.4558172
784	64.45121303
785	64.41781468
786	64.40428743
787	64.38932057
788	64.35511715
789	64.3484504
790	64.32787693
791	64.32550705
792	64.31233463
793	64.28438615
794	64.25974922
795	64.23828804
796	64.22100532
797	64.20012877
798	64.18377146
799	64.16826161
800	64.15658428
801	64.1481316
802	64.14121554
803	64.13011796
804	64.10367201
805	64.0948009
806	64.06143913
807	64.05352704
808	64.01259231
809	64.0042334
810	63.98703513
811	63.96963438
812	63.96516046
813	63.95717273
814	63.94336101
815	63.93591201
816	63.93358349
817	63.91915975
818	63.89697831
819	63.88484393
820	63.87521667
821	63.86930255
822	63.8422879
823	63.83176219
824	63.78463393
825	63.75176479
826	63.73390058
827	63.73022143
828	63.70304329
829	63.67813002
830	63.67001773
831	63.64730934
832	63.64617247
833	63.62103553
834	63.61514221
835	63.61313758
836	63.59656335
837	63.58972005
838	63.57445647
839	63.55864008
840	63.53800539
841	63.52698075
842	63.52169696
843	63.4813515
844	63.44448167
845	63.41167535
846	63.40165235
847	63.38937108
848	63.37054713
849	63.36439932
850	63.35770265
851	63.33354838
852	63.32715289
853	63.31071549
854	63.28553084
855	63.27413253
856	63.26999092
857	63.26770353
858	63.25378284
859	63.23572417
860	63.22815529
861	63.22748546
862	63.21464672
863	63.19252415
864	63.17114367
865	63.16464844
866	63.14919419
867	63.10670978
868	63.09758693
869	63.08942486
870	63.08634515
871	63.06960828
872	63.06080194
873	63.05996603
874	63.05201804
875	63.01953435
876	62.99412471
877	62.98407865
878	62.97279681
879	62.96904222
880	62.95156253
881	62.93933037
882	62.91870498
883	62.90290029
884	62.88179347
885	62.86612155
886	62.85773205
887	62.84765863
888	62.83713833
889	62.81951351
890	62.81715709
891	62.79111149
892	62.77757291
893	62.76519978
894	62.74880963
895	62.72163472
896	62.71436523
897	62.71003962
898	62.70604128
899	62.68725512
900	62.67658373
901	62.66490864
902	62.65722089
903	62.65418635
904	62.64434306
905	62.63513027
906	62.62406448
907	62.61920496
908	62.59590299
909	62.5787255
910	62.5596185
911	62.54402258
912	62.51933872
913	62.50970463
914	62.49136775
915	62.48194409
916	62.4770735
917	62.45646831
918	62.44741463
919	62.43944639
920	62.4137939
921	62.39546433
922	62.37544636
923	62.36684399
924	62.35364303
925	62.31418223
926	62.3023202
927	62.28888702
928	62.26902209
929	62.25504622
930	62.23796564
931	62.2292441
932	62.22137359
933	62.21100064
934	62.1926191
935	62.16993889
936	62.1397953
937	62.12383383
938	62.10710282
939	62.08774393
940	62.06276864
941	62.03316583
942	62.02576886
943	62.02044741
944	62.01018652
945	61.99179845
946	61.95084182
947	61.95015883
948	61.93382552
949	61.91644936
950	61.90297276
951	61.89260043
952	61.86139609
953	61.83901183
954	61.83472775
955	61.81655594
956	61.80892818
957	61.79454358
958	61.79185905
959	61.78011568
960	61.7653325
961	61.74237027
962	61.73999105
963	61.73308235
964	61.72173728
965	61.70620081
966	61.69650876
967	61.67592294
968	61.66697598
969	61.65186022
970	61.62951661
971	61.61531046
972	61.61380332
973	61.61268878
974	61.59401723
975	61.59294373
976	61.58738943
977	61.57296901
978	61.55988477
979	61.55227635
980	61.5379862
981	61.52558265
982	61.52169658
983	61.51205001
984	61.50941048
985	61.47399476
986	61.47285884
987	61.45315591
988	61.44979994
989	61.44640471
990	61.43631976
991	61.4228653
992	61.41262037
993	61.39174758
994	61.38222064
995	61.37318598
996	61.35690795
997	61.34613961
998	61.34301651
999	61.33629883
